id,landuse,blue,green,p_application,n_application,CH4,CO2,N2O,landuse_bd,water_bd,P_bd,N_bd,CH4_bd,CO2_bd,N2O_bd
99_c099,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.012459590619431e-15,0.0,0.0,0.0,0.0,0.0
99_c100,2896.89256757407,657.789781307541,67687.3651506007,0.481409922224993,3.64565329566422,3.42207842163045,770.01930177899,4.79976808472087,9.39132191021401e-12,5.5150631200383095e-11,1.332740979457e-12,1.44940336106091e-13,5.97011365055285e-13,7.55130653523468e-14,9.895713858722899e-13
99_c101,38.1013125717534,3393.13843752496,49461.3908461584,0.0054520566114941,0.0470096139669467,0.302722266100946,18.2090990529893,0.0834680119010378,1.23504816049509e-13,2.55445838060135e-09,1.40604443486787e-14,1.9069469105335103e-15,1.41178786777637e-14,6.68000070343215e-15,1.72086556589782e-14
99_c102,34286.7608018103,5159.84941218767,4939525.19221483,7.07835934927738,45.0814855560923,40.2949201250232,10619.1261701207,64.5880492220247,1.11185669082081e-10,5.10439045491538e-10,2.0961340289662397e-11,1.7206848164077499e-12,8.23322090221799e-12,8.89165168610816e-13,1.3316161166804298e-11
99_c103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99_c104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99_c105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99_c106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99_c107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99_c108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99_c109,1665.36122010139,331.798305273461,34349.2343908018,0.529702512692444,2.47506891373257,6.26297854739906,723.461289411223,4.27847016733841,5.37971698195244e-12,2.8670974515604197e-11,1.71016149211405e-12,8.41649827294716e-14,5.60914006906313e-13,1.38201598584278e-13,8.82095046713605e-13
99_c110,2058.15872397586,21.5837443496633,616.602215201175,0.526105030440515,2.64080267615499,1.99287582953502,717.912386543084,4.14046757228715,6.8958790654495594e-12,4.17685787529545e-12,1.72907404282517e-12,9.6761847744787e-14,5.56611831534584e-13,4.39756616340459e-14,8.53642959690157e-13
99_c111,14666.5041598687,1306135.55412955,19039388.557335,2.09868389236541,18.0956154069922,116.52820009004,7009.30778973,32.1297052813371,4.7541246641902295e-11,9.8329878779756e-07,5.4123480691418194e-12,7.34049378044861e-13,5.43445651553346e-12,2.5713617587401897e-12,6.6242027576568e-12
99_c112,3695.26880068332,167.877541904311,1283.10857167398,0.53701212098572,4.59697756956076,184.765853630929,1924.35432276041,26.5864414016948,1.18961821751804e-11,2.4738872161947496e-11,1.39555140063158e-12,1.8556382731794199e-13,1.4919903935225999e-12,4.07712339142331e-12,5.48134434808168e-12
99_c113,11224.9282878971,260.926570987555,3703.01954862945,1.77685429857036,13.8564631932664,19.2274946855511,2873.30801424388,18.1481531147171,3.65527113110812e-11,6.63999188236119e-11,4.88531362208819e-12,5.61326432356639e-13,2.22773316960357e-12,4.2428222964573597e-13,3.7416168264299596e-12
99_c114,3354.84307328988,160.411864737554,1164.90251079204,0.487540011711329,4.17348214410222,167.74434490925,1747.07365512203,24.1371720410189,1.0800249324655e-11,2.24838595004378e-11,1.26698657184643e-12,1.68468805467045e-13,1.3545411462892099e-12,3.7015194039836394e-12,4.9763768511449e-12
99_c115,30245.6276144502,6874.79516668709,706704.440279269,5.02626345225908,38.0632244448028,35.7289430635516,8039.55152435966,50.1130072102605,9.805210882971309e-11,5.75833026646478e-10,1.3914767783373498e-11,1.5132806377590898e-12,6.23322508786654e-12,7.88410340182323e-13,1.03318321052109e-11
99_c116,15080.8339607548,1343035.97778756,19577252.6580075,2.15797186377075,18.6068178480624,119.820130151535,7207.32124059819,33.0373717740907,4.8884290290225596e-11,1.01107705552248e-06,5.56524729266294e-12,7.54786325945378e-13,5.5879803042605795e-12,2.64400291398017e-12,6.81133696357882e-12
99_c117,271482.572028734,40861.687645771,39111160.4720775,56.0464493275784,356.955202633139,319.055177549934,84082.2410150157,511.408173739992,8.80368127791917e-10,4.0416743995850104e-09,1.65971892413547e-10,1.36243823763165e-11,6.519064310376209e-11,7.04040980506043e-12,1.05437364118757e-10
99_c118,23106.8182600959,407690.31358696,7393889.78241468,4.07574792554384,29.4366901402596,106.268121473555,7744.99565502583,48.1290786473818,7.49187163391094e-11,3.04956340663163e-07,1.1501297229407799e-11,1.15772668267578e-12,6.00485003125462e-12,2.3449584179547598e-12,9.922804230783119e-12
99_c119,25153.8670461103,3118.39491067451,2822343.83600944,4.89791208364648,32.6444808241519,131.234610432177,8031.9568989468,57.2935033021821,8.156925906848001e-11,3.26029758131305e-10,1.4278142772489498e-11,1.26178515649394e-12,6.22733682289143e-12,2.89587978212759e-12,1.1812239771479699e-11
99_c120,11153.2725898785,250.318367011956,3679.38087076486,1.76551153256102,13.7680087714014,19.1047536294389,2854.96590228537,18.0323021670914,3.6319372622736096e-11,6.59491634952801e-11,4.85412762707318e-12,5.57743136651299e-13,2.2135121633599e-12,4.21573772313771e-13,3.7177317593240295e-12
99_c121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99_c122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99_c123,0.0,0.0,0.0,0.0,0.0,0.0748253072396497,562.622361710975,0.0044895184343789,0.0,0.0,0.0,0.0,4.36212369481754e-13,1.6511276538499101e-15,9.25607008628204e-16
99_c126,22169.9911950396,0.263971296834872,17949.4321332454,2.58380790432093,9.47543296088801,0.0002008191986878,312.736496217533,0.387657287448225,2.47020961893591e-10,1.07358217691624e-14,7.1082397045923196e-12,5.541092164618159e-12,2.42470860247378e-13,4.43136345989966e-18,7.99235613913922e-14
99_c127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99_c128,26423.4479909441,0.357142857142857,29987.5,3.43227681180294,27.7513796209155,6.79527702132999e-05,101.794067725558,0.141791751388721,9.47797450783982e-10,7.56935530222127e-15,3.7528764631512796e-12,1.8772293220991397e-11,7.892297658897981e-14,1.4994752737271e-18,2.92332999116469e-14
99_c129,21216.9274128773,0.253586818225996,17123.8656407219,2.47314579103211,9.00644634818758,0.0001930311043959,300.67438206036,0.372152199294655,2.33699713374905e-10,1.02389660718672e-14,6.82518552293423e-12,5.24252534060573e-12,2.33118861899038e-13,4.25950799641254e-18,7.672686703004521e-14
99_c130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99_c131,11428.8995712298,124.888751545117,15028.0098887515,7.86618703171768,71.270511581915,0.0302545802250421,423.907946908369,9.01890916226921,2.09878769246059e-10,1.04673421170631e-10,2.7936793102379e-11,1.26645770608015e-11,3.28664309396997e-13,6.67610677563876e-16,1.85943451459115e-12
99_c132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99_c133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99_c134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99_c135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99_c136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99_c137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99_c138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c001,2458.55003516126,459.842220844766,1418.18566072537,2.76463917663541,18.930832266992,5413.94197539421,8501.59820290362,150.921092909858,9.92711246971739e-12,1.02397190493302e-10,5.449510215744649e-13,1.07656784627121e-12,6.5914591186752395e-12,1.19466389670571e-10,3.1115502339287295e-11
100_c002,2991.0496697138,1204.73639416206,652.324861208653,5.64966876532855,32.3025939913005,38.7525974499962,5695.65404501031,125.77152996107,1.2077041772011099e-11,2.68269150599317e-10,1.11363065688951e-12,1.8370004997816997e-12,4.4159544941774e-12,8.55131608123843e-13,2.59304001797605e-11
100_c003,3550.44547836904,808.965490996846,1292.62522355956,1.2242444180623,10.6522283415677,0.0169279828710367,146.187909123881,1.05906449643171,1.4332194783223599e-11,1.80137360566155e-10,2.41937576427018e-13,6.05364277100406e-13,1.13342409701927e-13,3.73540205491539e-16,2.18348033272324e-13
100_c004,3442.78715469022,106.589809599893,2317.13942316855,1.01846165784371,6.19779197301908,33.1931945535596,3839.64925350397,12.7335144463848,1.3904602330292499e-11,2.3735455137832e-11,2.0141309735481799e-13,3.52641449655601e-13,2.9769568592266998e-12,7.32455414736486e-13,2.62527716242079e-12
100_c005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c007,7358.95406288235,77.558887472775,3795.28292777961,1.03393304583497,8.09484946917059,0.249858457240574,2156.2552411105,7.18963326045631,2.9713909575617897e-11,1.7270728681585298e-11,2.03797935217931e-13,4.60341772162413e-13,1.67178781353779e-12,5.5134849894686506e-15,1.48229148239712e-12
100_c008,10436.7335324532,101.184622303795,5879.03305507967,3.82819385970382,15.6551002986797,0.102043653076829,920.869828640278,4.93052894769705,4.2141336091812297e-11,2.25316816099373e-11,7.54573042581838e-13,8.90281733134312e-13,7.13968795541381e-13,2.2517394677096503e-15,1.016530440166e-12
100_c009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c010,455.782180676987,38.8501055944188,238.495100555479,0.468053913295938,4.92247167087599,0.0206988926525515,222.596609506503,8.54108838244983,1.8403342437855998e-12,8.651032034084499e-12,9.22573654800531e-14,2.79927435651584e-13,1.72583603282582e-13,4.567507347913501e-16,1.7609218858686e-12
100_c011,285.478547854785,0.0,258.0,0.065146204620462,0.456765676567657,0.0012284165214761,13.2102096321715,0.0732970134208703,1.15270236561489e-12,0.0,1.2840930118655e-14,2.5975569010261502e-14,1.0242139732015201e-14,2.7106771276719e-17,1.5111694121656402e-14
100_c012,946.538124452235,12.0,587.0,0.802948290972831,8.80280455740578,0.0009970656822107,10.7222969153977,0.283119378718736,3.821921974171499e-12,2.67214694449778e-12,1.58268665893041e-13,5.00602100803581e-13,8.31321124444618e-15,2.2001683405457e-17,5.83709110566942e-14
100_c013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c015,128.16020833102,145.462182565233,125.860895552897,0.192176232392365,1.33286616664261,0.0715114437099302,689.315593709173,14.8295565993409,5.174839806037229e-13,3.23913605568056e-11,3.787974426129e-14,7.5798070803465e-14,5.34440166114596e-13,1.5780025051955901e-15,3.0574195704571797e-12
100_c016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c017,25771.1322544587,179.124548730137,9454.41368137462,27.7825254012293,89.9636842786614,0.0357690961119443,696.748324215999,16.8077467545268,1.04591207299875e-10,3.9873450346567895e-11,5.5190577659319595e-12,5.1159563325488796e-12,5.40202910731149e-13,7.89296374747811e-16,3.46526435354529e-12
100_c018,7368.79102841294,88.8614231214649,4265.24393048505,8.38007636925455,36.0265261863067,0.0029272759638008,57.7177559750434,1.53242775733657,2.97413635489541e-11,1.9809588989998497e-11,1.65417221896638e-12,2.04940791297754e-12,4.4749730562570604e-14,6.45945399034808e-17,3.15941652348585e-13
100_c019,10759.7983588418,887.837970596815,18806.1352734096,12.5515306652181,35.4359987049418,0.0485753163468513,929.169602821672,17.0649231888274,4.3425023134944495e-11,1.97688432222516e-10,2.4756615650864198e-12,2.0165915484806797e-12,7.20403776459699e-13,1.0718839798133702e-15,3.51828659045601e-12
100_c020,8978.41726618705,2335.0,22233.0,4.03041151079137,11.6719424460432,0.0220740562440197,214.133820262028,0.640053383372966,3.6252961562197194e-11,5.199552596168601e-10,7.94432044982696e-13,6.63765606840832e-13,1.66022233525556e-13,4.870956905049101e-16,1.3196023275226e-13
100_c021,11461.1984610696,25.1411480959766,4476.72809869695,10.4422010865307,40.0971604489715,0.132467343632643,1321.25065769096,15.0939844233394,4.627315297611949e-11,5.53091605924814e-12,2.06506829934079e-12,2.2798732729466198e-12,1.02439205992096e-12,2.9230818071134702e-15,3.1119368312161698e-12
100_c022,5128.05819539826,359.603761138466,3036.54890993852,6.7459057936043,12.8200717541335,0.0688075452291469,683.980697860171,4.65810541891868,2.0706173228734797e-11,8.007699278743149e-11,1.32973482813094e-12,7.2905665734771e-13,5.30303914664948e-13,1.51833710962929e-15,9.60364699622077e-13
100_c023,10893.1348642643,615.556796077156,8608.09965270058,8.31317552706609,91.4964517702195,0.0027254137572308,27.1088408782732,0.619795069400329,4.3988920776977895e-11,1.37068292921084e-10,1.63950232920897e-12,5.2032092761315895e-12,2.1018026509742802e-14,6.0140160979684e-17,1.27783562654979e-13
100_c024,7552.08962385064,1515.47475288209,1662.19843585344,5.07047297345332,31.7187764201727,0.0836229667302242,831.252653834589,8.33904691660503,3.0493750371661797e-11,3.37464269198118e-10,9.99437948840885e-13,1.8037985516217098e-12,6.44486807571034e-13,1.84526062048804e-15,1.7192668621610698e-12
100_c025,7600.79070331424,1866.0,6490.0,8.78423381582027,44.844665149554,0.123269986706737,1225.36316988971,16.0475521587116,3.06903950930516e-11,4.15518849869405e-10,1.73145516660606e-12,2.55024787126658e-12,9.50048572878892e-13,2.72012894366509e-15,3.30853452692968e-12
100_c026,1551.47793802656,0.0,2461.0,0.183074396687134,1.08603455661859,0.0368778528517647,348.325638236233,0.630571647037692,6.26454177661095e-12,0.0,3.6085686772856604e-14,6.176113272118071e-14,2.70063833837316e-13,8.13762681429943e-16,1.30005376850859e-13
100_c027,24891.1905415901,203.372709519177,14183.7358539346,22.056663715459,218.806198943455,0.020330093303634,202.087677764434,4.13306477408347,1.00443602613202e-10,4.5104695167356694e-11,4.40903127379315e-12,1.2443519211603199e-11,1.56682618324321e-13,4.48612648545086e-16,8.52116719849306e-13
100_c028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c030,6969.33136561505,1885.84991751814,32631.0174496398,1.30967482588633e-05,0.0234520293948253,0.0226095537043485,224.753281979548,3.04270102760472,2.8128408051701298e-11,4.19923618247141e-10,2.04210553872568e-20,1.92324811116864e-15,1.74255714584383e-13,4.98912209513427e-16,6.273156993286159e-13
100_c031,398.053527980535,58.0,126.0,0.438973430656934,6.48827250608273,0.0483255577236552,386.371248622092,3.86197509155675,1.60725647090623e-12,1.2915376898406e-11,8.6525795015255e-14,3.68978184844347e-13,2.99561356481681e-13,1.06637269780519e-15,7.96225979276315e-13
100_c032,548.464987926871,140.0,155.0,0.713278716798896,6.41704035874439,0.0825023510821438,659.620662510484,4.69103192704405,2.21458632808318e-12,3.11750476858075e-11,1.4059394880943998e-13,3.64927321012283e-13,5.11417092057629e-13,1.82053262999739e-15,9.6715317975329e-13
100_c033,700.190239582867,761.0,4344.0,0.880699283347331,7.70209263541154,0.349667305549488,2797.27016269814,19.907654663474,2.82722100001077e-12,1.69458652063568e-10,1.73594118320449e-13,4.38006288646614e-13,2.16877950254312e-12,7.71591028675408e-15,4.10437443373821e-12
100_c034,659.39465408805,3.0,802.0,1.08951778694969,11.2756485849057,0.0139501204186186,131.013141899355,3.80653336233766,2.66249700144805e-12,6.68036736124446e-13,2.14754210882429e-13,6.41228977959972e-13,1.0157710917740799e-13,3.0782940220942e-16,7.84795521002064e-13
100_c035,873.338757797667,0.0,799.0,1.08433740168158,10.5673989693518,0.0053624508342921,50.3616822650344,1.06676239806064,3.5263583189046597e-12,0.0,2.13733108185765e-13,6.00951899998345e-13,3.9046419493726504e-14,1.18330163838186e-16,2.1993511478309299e-13
100_c036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c037,1642.1568627451,0.0,530.0,2.56997549019608,22.8259803921569,0.0004695083850075,4.40940771993835,0.102707087591996,6.63068421295136e-12,0.0,5.06566358984767e-13,1.29807877281585e-12,3.4187019934226e-15,1.0360375477209301e-17,2.11751887202336e-14
100_c038,275.178697426144,170.0,305.0,0.366372917753167,6.30159217105869,0.0130673695072783,122.722749634723,5.06239729853509,1.1111137347219899e-12,3.7855415047051896e-11,7.22155505703627e-14,3.58361958244935e-13,9.51494022467933e-14,2.8835023807439004e-16,1.04371782597051e-12
100_c039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c040,1101.63468372424,421.0,1381.0,1.24925373134328,15.5330490405117,0.0063126885317053,59.2858795159166,1.53162299150565,4.44816927756785e-12,9.374782196946389e-11,2.46239669035295e-13,8.833408637958899e-13,4.5965528106280405e-14,1.39298520638975e-16,3.15775733240714e-13
100_c041,612.009237875289,31.0,289.0,0.626697459584296,3.6108545034642,0.0022275691080571,19.9253449284205,0.193437377974945,2.47116465169867e-12,6.90304627328594e-12,1.23527968067275e-13,2.05343801324036e-13,1.5448518429902998e-14,4.91545052183357e-17,3.98811131753463e-14
100_c042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c043,471.549827098397,0.0,300.0,0.895944671486954,7.07324740647595,0.0021280457601586,19.9856311470886,0.516756886794734,1.9040190770415e-12,0.0,1.76599127819823e-13,4.02244817329996e-13,1.54952595409608e-14,4.69583798968226e-17,1.06540111855061e-13
100_c044,941.068973631995,3398.0,11012.0,0.560688894489943,2.91731381825918,0.0826178320051891,775.405281297947,5.14044199998504,3.7998386928329596e-12,7.56662943116956e-10,1.10517058582257e-13,1.65903197850192e-13,6.011872226959239e-13,1.8230808820870403e-15,1.05980835409825e-12
100_c045,14032.4496644295,0.0,12638.0,11.1894753624161,94.0174127516779,0.0011935648026798,19.0034895500719,0.598152163394099,5.6660081975013094e-11,0.0,2.20555091475072e-12,5.34662720598645e-12,1.4733785517961802e-14,2.63377181473483e-17,1.2332143029506998e-13
100_c046,37692.3076923077,0.0,23726.0,21.266,158.307692307692,0.0002902928160719,5.54850665190552,0.115998731771586,1.5219361513814401e-10,0.0,4.1917287660000795e-12,9.00271758003823e-12,4.3018681773553905e-15,6.4057270729976195e-18,2.3915535861835802e-14
100_c047,1014.80481576067,0.0,0.0,0.900943715432324,12.6850601970084,0.002239422570732,35.655243289305,2.1066135155837,4.09756852329142e-12,0.0,1.77584486434904e-13,7.21380071774955e-13,2.7644223227063902e-14,4.9416068862220804e-17,4.34321912916901e-13
100_c048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c049,20757.5757575758,707.0,17833.0,18.7503181818182,130.772727272727,0.0007772324410967,10.4541704538128,0.295766885873326,8.38147274462074e-11,1.57433990813328e-10,3.69586420080794e-12,7.43684601579225e-12,8.10532743625014e-15,1.71507478459654e-17,6.097845603842761e-14
100_c050,3411.44414168937,1498.0,5859.0,0.0,0.0,0.0045254719865321,60.8698930070423,1.2992066444603,1.37746943223513e-11,3.3357301023814e-10,0.0,0.0,4.7193645446220104e-14,9.986102589267861e-17,2.67858300026142e-13
100_c051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c052,5639.55243051664,13772.0,64257.0,0.0,0.0,0.014906298937739,194.944975050056,3.93164118822758,2.27713272206095e-11,3.0667339766352904e-09,0.0,0.0,1.5114473805581e-13,3.28928851756354e-16,8.10589084871006e-13
100_c053,3694.62964922802,33.0,2352.0,1.21627208052586,6.28087040368763,0.0421510882524188,332.072144852906,0.409551853754512,1.49181378731911e-11,7.34840409736891e-12,2.39738675219742e-13,3.57183542864852e-13,2.57462175347355e-13,9.30124178849448e-16,8.4437578723137e-14
100_c054,8488.4508535472,90.0,4690.0,11.9831460699526,75.5472125965701,0.0,0.0,0.0623827353172507,3.42745801841012e-11,2.00411020837334e-11,2.3619908816232996e-12,4.29625502748219e-12,0.0,0.0,1.28614901288478e-14
100_c055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c058,2740.73404262579,0.0,0.0,0.0,0.0,0.0059475312499492,46.8554796716783,0.120443048862297,1.1066507932718799e-11,0.0,0.0,0.0,3.63279904990456e-14,1.31240801824921e-16,2.48318236793057e-14
100_c059,5639.76027339168,0.0,0.0,8.25378916010872,51.3218184878643,0.00122475645735,19.5001113357036,0.857623335989935,2.2772166446448097e-11,0.0,1.6268995321605998e-12,2.9185937259586697e-12,1.5118826320797702e-14,2.70260067156839e-17,1.76816774929936e-13
100_c060,4579.72658522397,836.0,7177.0,2.05950304537522,11.4493164630599,0.0049700335498395,46.6762788542408,0.237598095316144,1.8491973243966398e-11,1.86159570466679e-10,4.05947435294088e-13,6.511052059369959e-13,3.6189052521269904e-14,1.09670913991963e-16,4.89857577100596e-14
100_c061,959.016393442623,0.0,50264000000.0,1.26868278688525,7.76803278688525,0.0284663416941746,544.090923029895,23.9056079662579,3.87230660129002e-12,0.0,2.50069318758395e-13,4.41756204726174e-13,4.21844574443538e-13,6.281506312383901e-16,4.9286351314753596e-12
100_c062,868.306437200907,0.0,288050306965.0,0.0154558545821761,0.0868306437200907,0.0,0.0,30.4265987885082,3.50603886618217e-12,0.0,3.0464944162147e-15,4.93792658657126e-15,0.0,0.0,6.2730721566259195e-12
100_c063,0.0,0.0,0.0,0.0,0.0,0.364857032831085,2703.66963200477,0.0218914219698651,0.0,0.0,0.0,0.0,2.09620913908594e-12,8.05109339116494e-15,4.5133690618084e-15
100_c064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c065,1345.01997997966,1526.60130963857,1320.88907642486,2.0168574599795,13.9882077917885,0.750637465286698,7235.30133877952,155.633727754527,5.43090794167308e-12,3.39941918751419e-10,3.9754158901146996e-13,7.95488092616474e-13,5.60967383398254e-12,1.6563891585251202e-14,3.2087109406969295e-11
100_c066,1139.12003550494,1292.90431660627,1118.68316756003,1.70811049323966,11.8468483692514,0.636620637178661,6134.54879738102,131.808874367961,4.59952724823928e-12,2.8790252659562e-10,3.36684655789489e-13,6.73712240556262e-13,4.75623837358545e-12,1.40479468489271e-14,2.7175123501025497e-11
100_c067,0.999373200525259,0.0126698313533258,0.61976591703352,0.0008477682860055,0.0092941707648849,1.33021173916348e-05,0.105273752202887,0.0003294805741279,4.03525890486024e-15,2.82130426150764e-15,1.67103108781725e-16,5.28545349358497e-16,8.16208455579423e-17,2.93530286614682e-19,6.79292296216736e-17
100_c068,11208.1470442997,40.0038341277756,4385.38193638988,10.1896684881093,38.9103426864125,0.144859358247613,1523.30505447217,16.2088473808913,4.51672076514771e-11,7.64691750809541e-12,2.13578356498457e-12,2.20545808459076e-12,1.18104887483336e-12,3.1965293714804e-15,3.3417888704166098e-12
100_c069,18156.2301362446,1273.01873456667,10750.3914401455,23.8811107329751,45.3860003687272,0.243588128688741,2421.40186537419,16.4907049217747,7.332096386341139e-11,2.8352197809913e-10,4.7106329445921995e-12,2.58095092360075e-12,1.87736129426192e-12,5.375121202501521e-15,3.3998996275255697e-12
100_c070,12774.3183513947,718.99939417566,10090.1212309741,9.712843753381,106.833327387497,0.0032687193286823,33.9229607113007,0.736135696243951,5.199591880980089e-11,1.59832456415203e-10,1.9917796924794e-12,6.07123496892469e-12,2.63011498986857e-14,7.2128977151748e-17,1.5176958725174599e-13
100_c071,7796.21190214193,1564.46267116607,1715.92921625244,5.23437667109809,32.7440899889961,0.086350140134883,858.307468594964,8.60860913463794,3.1479464814306294e-11,3.48372845544772e-10,1.03174491038849e-12,1.86210657416023e-12,6.65462946551047e-13,1.9054396106103903e-15,1.7748426843610599e-12
100_c072,0.0,0.0,0.0,0.0,0.0,0.536534703824885,3975.84051248171,0.0321920786257054,0.0,0.0,0.0,0.0,3.08254866613732e-12,1.18394072729716e-14,6.6370623116474305e-15
100_c073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c075,7027.64308674119,0.0,11139.2849492112,0.831098172632444,4.92492469354123,0.166651138583338,1820.24794529859,2.9393280957748,2.94888397820744e-11,0.0,1.62639830394538e-13,9.02405396410145e-13,1.4112746369489e-12,3.67739623947332e-15,6.06003233057955e-13
100_c076,26309.3690326489,293.59081643542,14181.1740038171,21.5541003326142,202.317098714684,0.0188009899730321,186.601403283727,3.89202991846908,9.85831427383598e-11,4.2991475256762494e-11,1.1831924554345499e-11,1.15513604235612e-11,1.44675799993939e-13,4.14870791840581e-16,8.02422402977383e-13
100_c077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c078,558.453617877377,104.452341936511,322.13770306438,0.627974159607895,4.30004581889372,1229.73781679363,1931.12814360523,34.2805859111691,2.25498227224549e-12,2.3260008845666197e-11,1.23910607025479e-13,2.44540092207245e-13,1.4972422723000099e-12,2.7135927551755396e-11,7.06765125102968e-12
100_c079,2232.88866479053,68.9430117899799,1500.96829148992,0.662184943735982,4.03403182049261,21.5500544714369,2497.73098646501,8.41449140481942,9.07889398511449e-12,1.53566635333794e-11,1.41866567180879e-13,2.32967252517036e-13,1.93654078842605e-12,4.75532840323664e-13,1.7348213025925499e-12
100_c080,5263.63267470475,617.92023175665,10723.8419402227,0.0008535345586775,1.4687093421245,0.007367084115188,73.4291160463242,0.988298575110534,2.0481777775719198e-11,1.37141761395419e-10,6.21123752311255e-17,1.20381729023614e-13,5.69310622530361e-14,1.62565270488857e-16,2.03758176096255e-13
100_c081,11432.8067689768,40.8069251278711,4473.28257976314,10.3939032053092,39.690224562398,0.147786740603223,1554.01996157461,16.5337239544538,4.6072618946437194e-11,7.80022117755953e-12,2.1786033801602798e-12,2.24966416924653e-12,1.20486275660803e-12,3.26112625907164e-15,3.4087688901723697e-12
100_c082,0.0,0.0,0.0,0.0,0.0,8.09125876176015e-06,0.062060004495062,4.85475525705609e-07,0.0,0.0,0.0,0.0,4.81163626851115e-17,1.7854522204912999e-19,1.00090812785076e-19
100_c083,13250.2971155465,745.783318926613,10466.0346203659,10.0747954730044,110.813868858823,0.0033913051994273,35.2017652112633,0.763630394990292,5.393364179838939e-11,1.6578581826384601e-10,2.06630264839408e-12,6.29747049105291e-12,2.7292632603596602e-14,7.48340100961511e-17,1.57438187622078e-13
100_c084,7897.73019473352,1584.8343056462,1738.27317078171,5.30253605274409,33.1704668178808,0.0874895879412211,869.599269993081,8.72070695180504,3.18893743395679e-11,3.52909178947314e-10,1.04517976606037e-12,1.8863539756425297e-12,6.74217706011035e-13,1.93058315966576e-15,1.7979539660582799e-12
100_c085,0.0,0.0,0.0,0.0,0.0,0.538511259707647,3990.49128363716,0.0323106719836031,0.0,0.0,0.0,0.0,3.09390770202956e-12,1.18830228115882e-14,6.661512783307451e-15
100_c086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c087,6559.46257438807,0.0,10397.1743535008,0.775729542690973,4.59682275429562,0.15554667164717,1698.95307908035,2.74349949768147,2.7527187310327498e-11,0.0,1.51805526104116e-13,8.422798430901209e-13,1.3172323012725699e-12,3.4323602601241604e-15,5.65629120436655e-13
100_c088,26461.0937891811,295.277136539409,14262.790230973,21.677824404511,203.480215012122,0.018909251035499,187.67452744335,3.91436484539644,9.915795828894009e-11,4.3228212509895194e-11,1.1900188811705599e-11,1.1617380109211699e-11,1.45507814617378e-13,4.17259727358104e-16,8.07027209751947e-13
100_c089,3813.47933866492,460.950633612904,7477.96896128447,0.221922103957118,2.52286434579712,430.974964184765,732.316661892222,12.7074129334481,1.48684530359445e-11,1.02321259979708e-10,4.37619601280986e-14,1.68780717884406e-13,5.67779754298278e-13,9.51008031551884e-12,2.6198957960976197e-12
100_c090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100_c091,0.0,0.0,0.0,0.0,0.0,3.76267707223818e-05,0.288597562990027,2.25760624334291e-06,0.0,0.0,0.0,0.0,2.23755462537428e-16,8.3028862769405705e-19,4.65452184260836e-19
100_c092,0.0,0.0,0.0,0.0,0.0,4.09815404305876e-07,0.003143286672967,2.45889242583525e-08,0.0,0.0,0.0,0.0,2.4370530232847898e-18,9.04316429808865e-21,5.06951490696071e-21
